0610010F05Rik	KIAA1841
Slc4a11	SLC4A11
Slc4a1ap	SLC4A1AP
Slc4a2	SLC4A2
Slc4a3	SLC4A3
Slc4a4	SLC4A4
Slc4a5	SLC4A5
Slc4a7	SLC4A7
Slc4a8	SLC4A8
Slc4a9	SLC4A9
Slc50a1	SLC50A1
Slc51a	SLC51A
Slc51b	SLC51B
Slc52a2	SLC52A1
Slc52a2	SLC52A2
Slc52a3	SLC52A3
Slc5a1	SLC5A1
Slc5a10	SLC5A10
Slc5a11	SLC5A11
Slc5a12	SLC5A12
Slc5a2	SLC5A2
Slc5a3	SLC5A3
Slc5a4a	SLC5A4
Slc5a4b	SLC5A4
Slc5a5	SLC5A5
Slc5a6	SLC5A6
Slc5a7	SLC5A7
Slc5a8	SLC5A8
Slc5a9	SLC5A9
Slc6a1	SLC6A1
Slc6a11	SLC6A11
Slc6a12	SLC6A12
Slc6a13	SLC6A13
Slc6a15	SLC6A15
Slc6a16	SLC6A16
Slc6a17	SLC6A17
Slc6a18	SLC6A18
Slc6a19	SLC6A19
Slc6a2	SLC6A2
Slc6a20a	SLC6A20
Slc6a20b	SLC6A20
Slc6a3	SLC6A3
Slc6a4	SLC6A4
Slc6a5	SLC6A5
Slc6a6	SLC6A6
Slc6a7	SLC6A7
Slc6a8	SLC6A8
Slc6a9	SLC6A9
Slc7a1	SLC7A1
Slc7a10	SLC7A10
Slc7a11	SLC7A11
Slc7a13	SLC7A13
Slc7a14	SLC7A14
Slc7a2	SLC7A2
Slc7a3	SLC7A3
Slc7a4	SLC7A4
Slc7a5	SLC7A5
Slc7a6	SLC7A6
Slc7a6os	SLC7A6OS
Slc7a7	SLC7A7
Slc7a8	SLC7A8
Slc7a9	SLC7A9
Slc8a1	SLC8A1
Slc8a2	SLC8A2
Slc8a3	SLC8A3
Slc8b1	SLC8B1
Slc9a1	SLC9A1
Slc9a2	SLC9A2
Slc9a3	SLC9A3
Slc9a3r1	SLC9A3R1
Slc9a3r2	SLC9A3R2
Slc9a4	SLC9A4
Slc9a5	SLC9A5
Slc9a6	SLC9A6
Slc9a7	SLC9A7
Slc9a8	SLC9A8
Slc9a9	SLC9A9
Slc9b1	SLC9B1
Slc9b2	SLC9B2
Slc9c1	SLC9C1
Slco1a1	SLCO1A2
Slco1a4	SLCO1A2
Slco1a5	SLCO1A2
Slco1a6	SLCO1A2
Slco1b2	SLCO1B3
Slco1b2	SLCO1B1
Slco1b2	SLCO1B7
Slco1b2	SLCO1B3-SLCO1B7
Slco1c1	SLCO1C1
Slco2a1	SLCO2A1
Slco2b1	SLCO2B1
Slco3a1	SLCO3A1
Slco4a1	SLCO4A1
Slco4c1	SLCO4C1
Slco5a1	SLCO5A1
Slco6c1	SLCO6A1
Slco6d1	SLCO6A1
Slf1	SLF1
Slf2	SLF2
Slfn1	SLFN12
Slfn1	SLFN12L
Slfn14	SLFN14
Slfn2	SLFN12
Slfn2	SLFN12L
Slfn3	SLFN12
Slfn3	SLFN12L
Slfn4	SLFN12
Slfn4	SLFN12L
Slfn5	SLFN5
Slfn8	SLFN11
Slfn9	SLFN11
Slfnl1	SLFNL1
Slirp	SLIRP
Slit1	SLIT1
Slit2	SLIT2
Slit3	SLIT3
Slitrk1	SLITRK1
Slitrk2	SLITRK2
Slitrk3	SLITRK3
Slitrk4	SLITRK4
Slitrk5	SLITRK5
Slitrk6	SLITRK6
Slk	SLK
Slmap	SLMAP
Slpi	SLPI
Sltm	SLTM
Slu7	SLU7
Slurp1	SLURP1
Slx	SYCP3
Slx1b	SLX1A
Slx1b	SLX1B
Slx4	SLX4
Slx4ip	SLX4IP
Slxl1	SYCP3
Sly	SYCP3
Smad1	SMAD1
Smad2	SMAD2
Smad3	SMAD3
Smad4	SMAD4
Smad5	SMAD5
Smad6	SMAD6
Smad7	SMAD7
Smagp	SMAGP
Smap1	SMAP1
Smap2	SMAP2
Smarca1	SMARCA1
Smarca2	SMARCA2
Smarca4	SMARCA4
Smarca5	SMARCA5
Smarcad1	SMARCAD1
Smarcal1	SMARCAL1
Smarcb1	SMARCB1
Smarcc1	SMARCC1
Smarcc2	SMARCC2
Smarcd1	SMARCD1
Smarcd2	SMARCD2
Smarcd3	SMARCD3
Smarce1	SMARCE1
Smc1a	SMC1A
Smc1b	SMC1B
Smc2	SMC2
Smc3	SMC3
Smc4	SMC4
Smc5	SMC5
Smc6	SMC6
Smchd1	SMCHD1
Smco1	SMCO1
Smco2	SMCO2
Smco3	SMCO3
Smco4	SMCO4
Smcr8	SMCR8
Smdt1	SMDT1
Smg1	SMG1
Smg5	SMG5
Smg6	SMG6
Smg7	SMG7
Smg8	SMG8
Smg9	SMG9
Smim1	SMIM1
Smim10l1	SMIM10L1
Smim10l2a	SMIM10L2A
Smim10l2a	SMIM10L2B
Smim11	SMIM11A
Smim11	SMIM11B
Smim12	SMIM12
Smim13	SMIM13
Smim14	SMIM14
Smim15	SMIM15
Smim17	SMIM17
Smim18	SMIM18
Smim19	SMIM19
Smim20	SMIM20
Smim22	SMIM22
Smim23	SMIM23
Smim24	SMIM24
Smim26	SMIM26
Smim27	SMIM27
Smim3	SMIM3
Smim31	SMIM31
Smim38	SMIM38
Smim4	SMIM4
Smim40	SMIM40
Smim40-ps	SMIM40
Smim41	SMIM41
Smim5	SMIM5
Smim7	SMIM7
Smim8	SMIM8
Smim9	SMIM9
Smlr1	SMLR1
Smn1	SMN1
Smn1	SMN2
Smndc1	SMNDC1
Smo	SMO
Smoc1	SMOC1
Smoc2	SMOC2
Smox	SMOX
Smpd1	SMPD1
Smpd2	SMPD2
Smpd3	SMPD3
Smpd4	SMPD4
Smpdl3a	SMPDL3A
Smpdl3b	SMPDL3B
Smpx	SMPX
Sms	SMS
Smtn	SMTN
Smtnl1	SMTNL1
Smtnl2	SMTNL2
Smu1	SMU1
Smug1	SMUG1
Smurf1	SMURF1
Smurf2	SMURF2
Smyd1	SMYD1
Smyd2	SMYD2
Smyd3	SMYD3
Smyd4	SMYD4
Smyd5	SMYD5
Snai1	SNAI1
Snai2	SNAI2
Snai3	SNAI3
Snap23	SNAP23
Snap25	SNAP25
Snap29	SNAP29
Snap47	SNAP47
Snap91	SNAP91
Snapc1	SNAPC1
Snapc2	SNAPC2
Snapc3	SNAPC3
Snapc4	SNAPC4
Snapc5	SNAPC5
Snapin	SNAPIN
Snca	SNCA
Sncaip	SNCAIP
Sncb	SNCB
Sncg	SNCG
Snd1	SND1
Sned1	SNED1
Snf8	SNF8
Snip1	SNIP1
Snn	SNN
Snora15	SNORA15B-2
Snora15	SNORA15B-1
Snora15	SNORA15
Snora16a	SNORA16A
Snora19	SNORA19
Snora20	SNORA20
Snora21	SNORA21
Snora23	SNORA23
Snora24	SNORA24
Snora28	SNORA28
Snora2b	SNORA2B
Snora3	SNORA3A
Snora30	SNORA30
Snora33	SNORA33
Snora34	SNORA2C
Snora35	SNORA35
Snora36b	SNORA36B
Snora41	SNORA41
Snora41	SNORA41B
Snora43	SNORA17B
Snora44	SNORA44
Snora47	SNORA47
Snora52	SNORA52
Snora5c	SNORA5C
Snora62	SNORA62
Snora64	SNORA64
Snora65	SNORA65
Snora68	SNORA68
Snora69	SNORA69
Snora74a	SNORA74A
Snora75	SNORA75
Snora78	SNORA78
Snora7a	SNORA7B
Snora7a	SNORA7A
Snorc	SNORC
Snord100	SNORD100
Snord104	SNORD104
Snord107	SNORD107
Snord11	SNORD11
Snord110	SNORD110
Snord111	SNORD111
Snord116l1	SNORD116-2
Snord116l1	SNORD116-6
Snord116l1	SNORD116-4
Snord116l10	SNORD116-2
Snord116l10	SNORD116-6
Snord116l10	SNORD116-4
Snord116l11	SNORD116-2
Snord116l11	SNORD116-6
Snord116l11	SNORD116-4
Snord116l12	SNORD116-2
Snord116l12	SNORD116-6
Snord116l12	SNORD116-4
Snord116l13	SNORD116-2
Snord116l13	SNORD116-6
Snord116l13	SNORD116-4
Snord116l14	SNORD116-2
Snord116l14	SNORD116-6
Snord116l14	SNORD116-4
Snord116l15	SNORD116-2
Snord116l15	SNORD116-6
Snord116l15	SNORD116-4
Snord116l16	SNORD116-2
Snord116l16	SNORD116-6
Snord116l16	SNORD116-4
Snord116l17	SNORD116-2
Snord116l17	SNORD116-6
Snord116l17	SNORD116-4
Snord116l2	SNORD116-2
Snord116l2	SNORD116-6
Snord116l2	SNORD116-4
Snord116l3	SNORD116-2
Snord116l3	SNORD116-6
Snord116l3	SNORD116-4
Snord116l4	SNORD116-2
Snord116l4	SNORD116-6
Snord116l4	SNORD116-4
Snord116l5	SNORD116-2
Snord116l5	SNORD116-6
Snord116l5	SNORD116-4
Snord116l6	SNORD116-2
Snord116l6	SNORD116-6
Snord116l6	SNORD116-4
Snord116l7	SNORD116-2
Snord116l7	SNORD116-6
Snord116l7	SNORD116-4
Snord116l8	SNORD116-2
Snord116l8	SNORD116-6
Snord116l8	SNORD116-4
Snord116l9	SNORD116-2
Snord116l9	SNORD116-6
Snord116l9	SNORD116-4
Snord118	SNORD118
Snord12	SNORD12
Snord123	SNORD123
Snord14d	SNORD14D
Snord14e	SNORD14E
Snord15a	SNORD15A
Snord15b	SNORD15B
Snord16a	SNORD16
Snord17	SNORD17
Snord19	SNORD19
Snord1a	SNORD1A
Snord1b	SNORD1C
Snord1c	SNORD1C
Snord2	SNORD2
Snord21	SNORD21
Snord22	SNORD22
Snord23	SNORD23
Snord32a	SNORD32A
Snord33	SNORD33
Snord34	SNORD34
Snord35a	SNORD35A
Snord35b	SNORD35B
Snord37	SNORD37
Snord38a	SNORD38A
Snord42a	SNORD42A
Snord42b	SNORD42B
Snord45b	SNORD45B
Snord45c	SNORD45C
Snord49a	SNORD49A
Snord4a	SNORD4A
Snord52	SNORD52
Snord53	SNORD53
Snord55	SNORD55
Snord57	SNORD57
Snord58b	SNORD58B
Snord59a	SNORD59A
Snord60	SNORD60
Snord61	SNORD61
Snord64	SNORD64
Snord65	SNORD65
Snord66	SNORD66
Snord67	SNORD67
Snord68	SNORD68
Snord69	SNORD69
Snord7	SNORD7
Snord70	SNORD70
Snord71	SNORD71
Snord72	SNORD72
Snord73a	SNORD73A
Snord8	SNORD8
Snord82	SNORD82
Snord83b	SNORD83B
Snord87	SNORD87
Snord88a	SNORD88A
Snord88a	SNORD88B
Snord88c	SNORD88A
Snord88c	SNORD88B
Snord89	SNORD89
Snord90	SNORD90
Snord92	SNORD92
Snord93	SNORD93
Snord96a	SNORD96A
Snord98	SNORD98
Snord99	SNORD99
Snph	SNPH
Snrk	SNRK
Snrnp200	SNRNP200
Snrnp25	SNRNP25
Snrnp27	SNRNP27
Snrnp35	SNRNP35
Snrnp40	SNRNP40
Snrnp48	SNRNP48
Snrnp70	SNRNP70
Snrpa	SNRPA
Snrpa1	SNRPA1
Snrpb	SNRPB
Snrpb2	SNRPB2
Snrpc	SNRPC
Snrpd1	SNRPD1
Snrpd2	SNRPD2
Snrpd3	SNRPD3
Snrpf	SNRPF
Snrpg	SNRPG
Snrpn	SNRPN
Snta1	SNTA1
Sntb1	SNTB1
Sntb2	SNTB2
Sntg1	SNTG1
Sntg2	SNTG2
Sntn	SNTN
Snu13	SNU13
Snupn	SNUPN
Snurf	SNURF
Snw1	SNW1
Snx1	SNX1
Snx10	SNX10
Snx11	SNX11
Snx12	SNX12
Snx13	SNX13
Snx14	SNX14
Snx15	SNX15
Snx16	SNX16
Snx17	SNX17
Snx18	SNX18
Snx19	SNX19
Snx2	SNX2
Snx20	SNX20
Snx21	SNX21
Snx22	SNX22
Snx24	SNX24
Snx25	SNX25
Snx27	SNX27
Snx29	SNX29
Snx3	SNX3
Snx30	SNX30
Snx31	SNX31
Snx32	SNX32
Snx33	SNX33
Snx4	SNX4
Snx5	SNX5
Snx6	SNX6
Snx7	SNX7
Snx8	SNX8
Snx9	SNX9
Soat1	SOAT1
Soat2	SOAT2
Sobp	SOBP
Socs1	SOCS1
Socs2	SOCS2
Socs3	SOCS3
Socs4	SOCS4
Socs5	SOCS5
Socs6	SOCS6
Socs7	SOCS7
Sod1	SOD1
Sod2	SOD2
Sod3	SOD3
Soga1	SOGA1
Soga3	SOGA3
Sohlh1	SOHLH1
Sohlh2	SOHLH2
Sohlh2	CCDC169-SOHLH2
Son	SON
Sorbs1	SORBS1
Sorbs2	SORBS2
Sorbs3	SORBS3
Sorcs1	SORCS1
Sorcs2	SORCS2
Sorcs3	SORCS3
Sord	SORD
Sorl1	SORL1
Sort1	SORT1
Sos1	SOS1
Sos2	SOS2
Sost	SOST
Sostdc1	SOSTDC1
Sowaha	SOWAHA
Sowahb	SOWAHB
Sowahc	SOWAHC
Sowahd	SOWAHD
Sox1	SOX1
Sox10	SOX10
Sox11	SOX11
Sox12	SOX12
Sox13	SOX13
Sox14	SOX14
Sox15	SOX15
Sox17	SOX17
Sox18	SOX18
Sox2	SOX2
Sox21	SOX21
Sox3	SOX3
Sox30	SOX30
Sox4	SOX4
Sox5	SOX5
Sox6	SOX6
Sox7	SOX7
Sox8	SOX8
Sox9	SOX9
Sp1	SP1
Sp100	SP140
Sp110	SP110
Sp2	SP2
Sp3	SP3
Sp4	SP4
Sp5	SP5
Sp6	SP6
Sp7	SP7
Sp8	SP8
Sp9	SP9
Spa17	SPA17
Spaar	SPAAR
Spaca1	SPACA1
Spaca3	SPACA3
Spaca4	SPACA4
Spaca5	SPACA5B
Spaca5	SPACA5
Spaca6	SPACA6
Spaca7	SPACA7
Spaca9	SPACA9
Spag1	SPAG1
Spag11b	SPAG11A
Spag16	SPAG16
Spag17	SPAG17
Spag4	SPAG4
Spag5	SPAG5
Spag6	SPAG6
Spag6l	SPAG6
Spag7	SPAG7
Spag8	SPAG8
Spag9	SPAG9
Spam1	SPAM1
Sparc	SPARC
Sparcl1	SPARCL1
Spast	SPAST
Spata1	SPATA1
Spata13	SPATA13
Spata16	SPATA16
Spata17	SPATA17
Spata18	SPATA18
Spata19	SPATA19
Spata2	SPATA2
Spata20	SPATA20
Spata21	SPATA21
Spata22	SPATA22
Spata24	SPATA24
Spata25	SPATA25
Spata2l	SPATA2L
Spata3	SPATA3
Spata31	SPATA31A6
Spata31	SPATA31A1
Spata31	SPATA31A3
Spata31	SPATA31A7
Spata31	SPATA31A5
Spata31d1a	SPATA31D3
Spata31d1a	SPATA31D4
Spata31d1a	SPATA31D1
Spata31d1c	SPATA31D3
Spata31d1c	SPATA31D4
Spata31d1c	SPATA31D1
Spata31d1d	SPATA31D3
Spata31d1d	SPATA31D4
Spata31d1d	SPATA31D1
Spata32	SPATA32
Spata33	SPATA33
Spata4	SPATA4
Spata45	SPATA45
Spata46	SPATA46
Spata5	SPATA5
Spata6	SPATA6
Spata9	SPATA9
Spatc1	SPATC1
Spatc1l	SPATC1L
Spats1	SPATS1
Spats2	SPATS2
Spats2l	SPATS2L
Spc24	SPC24
Spc25	SPC25
Spcs1	SPCS1
Spcs2	SPCS2
Spdef	SPDEF
Spdl1	SPDL1
Spdya	SPDYA
Spdye4a	SPDYE1
Spdye4a	SPDYE5
Spdye4a	SPDYE2B
Spdye4a	SPDYE4
Spdye4a	SPDYE16
Spdye4a	SPDYE17
Spdye4a	SPDYE2
Spdye4a	SPDYE3
Spdye4a	SPDYE21P
Spdye4a	SPDYE6
Spdye4a	SPDYE9P
Spdye4a	SPDYE8P
Spdye4a	SPDYE11
Spdye4b	SPDYE1
Spdye4b	SPDYE5
Spdye4b	SPDYE2B
Spdye4b	SPDYE4
Spdye4b	SPDYE16
Spdye4b	SPDYE17
Spdye4b	SPDYE2
Spdye4b	SPDYE3
Spdye4b	SPDYE21P
Spdye4b	SPDYE6
Spdye4b	SPDYE9P
Spdye4b	SPDYE8P
Spdye4b	SPDYE11
Specc1	SPECC1
Specc1l	SPECC1L
Specc1l	SPECC1L-ADORA2A
Spef1	SPEF1
Spef2	SPEF2
Speg	SPEG
Spem1	SPEM1
Spem2	SPEM2
Spen	SPEN
Spert	CBY2
Spesp1	SPESP1
Spg11	SPG11
Spg20	SPART
Spg21	SPG21
Spg7	SPG7
Sphk1	SPHK1
Sphk2	SPHK2
Sphkap	SPHKAP
Spi1	SPI1
Spib	SPIB
Spic	SPIC
Spice1	SPICE1
Spidr	SPIDR
Spin1	SPIN1
Spin2d	SPIN2A
Spin2d	SPIN2B
Spin2e	SPIN2A
Spin2e	SPIN2B
Spin2f	SPIN2A
Spin2f	SPIN2B
Spin2g	SPIN2A
Spin2g	SPIN2B
Spin4	SPIN4
Spindoc	SPINDOC
Spink1	SPINK1
Spink10	SPINK9
Spink11	SPINK9
Spink13	SPINK13
Spink14	SPINK14
Spink2	SPINK2
Spink4	SPINK4
Spink5	SPINK5
Spink6	SPINK6
Spink7	SPINK7
Spink8	SPINK8
Spinkl	SPINK9
Spint1	SPINT1
Spint2	SPINT2
Spint3	SPINT3
Spint4	SPINT4
Spire1	SPIRE1
Spire2	SPIRE2
Spn	SPN
Spns1	SPNS1
Spns2	SPNS2
Spns3	SPNS3
Spo11	SPO11
Spocd1	SPOCD1
Spock1	SPOCK1
Spock2	SPOCK2
Spock3	SPOCK3
Spon1	SPON1
Spon2	SPON2
Spop	SPOP
Spopfm1	SPOP
Spopfm2	SPOP
Spopfm3	SPOP
Spopl	SPOPL
Spout1	SPOUT1
Spp1	SPP1
Spp2	SPP2
Sppl2a	SPPL2A
Sppl2b	SPPL2B
Sppl2c	SPPL2C
Sppl3	SPPL3
Spr	SPR
Spred1	SPRED1
Spred2	SPRED2
Spred3	SPRED3
Sprn	SPRN
Sprr3	SPRR3
Sprr4	SPRR4
Sprtn	SPRTN
Spry1	SPRY1
Spry2	SPRY2
Spry3	SPRY3
Spry4	SPRY4
Spryd3	SPRYD3
Spryd4	SPRYD4
Spryd7	SPRYD7
Spsb1	SPSB1
Spsb2	SPSB2
Spsb3	SPSB3
Spsb4	SPSB4
Spta1	SPTA1
Sptan1	SPTAN1
Sptb	SPTB
Sptbn1	SPTBN1
Sptbn2	SPTBN2
Sptbn5	SPTBN5
Sptlc1	SPTLC1
Sptlc2	SPTLC2
Sptlc3	SPTLC3
Sptssa	SPTSSA
Sptssb	SPTSSB
Spty2d1	SPTY2D1
Spx	SPX
Spz1	SPZ1
Sqle	SQLE
Sqor	SQOR
Sqstm1	SQSTM1
Sra1	SRA1
Srarp	SRARP
Srbd1	SRBD1
Src	SRC
Srcap	SRCAP
Srcin1	SRCIN1
Srd5a1	SRD5A1
Srd5a2	SRD5A2
Srd5a3	SRD5A3
Srebf1	SREBF1
Srebf2	SREBF2
Srek1ip1	SREK1IP1
Srf	SRF
Srfbp1	SRFBP1
Srgap1	SRGAP1
Srgap2	SRGAP2C
Srgap2	SRGAP2B
Srgap2	SRGAP2
Srgap3	SRGAP3
Srgn	SRGN
Sri	SRI
Srl	SRL
Srm	SRM
Srms	SRMS
Srp14	SRP14
Srp19	SRP19
Srp54a	SRP54
Srp54b	SRP54
Srp54c	SRP54
Srp68	SRP68
Srp72	SRP72
Srp9	SRP9
Srpk1	SRPK1
Srpk2	SRPK2
Srpk3	SRPK3
Srpr	SRPRA
Srprb	SRPRB
Srpx	SRPX
Srpx2	SRPX2
Srr	SRR
Srrd	SRRD
Srrm1	SRRM1
Srrm2	SRRM2
Srrm3	SRRM3
Srrm4	SRRM4
Srrt	SRRT
Srsf1	SRSF1
Srsf10	SRSF10
Srsf11	SRSF11
Srsf12	SRSF12
Srsf2	SRSF2
Srsf3	SRSF3
Srsf4	SRSF4
Srsf5	SRSF5
Srsf6	SRSF6
Srsf7	SRSF7
Srsf9	SRSF9
Srxn1	SRXN1
Sry	SRY
Ss18	SS18
Ss18l1	SS18L1
Ss18l2	SS18L2
Ssb	SSB
Ssbp1	SSBP1
Ssbp2	SSBP2
Ssbp3	SSBP3
Ssbp4	SSBP4
Ssc4d	SSC4D
Ssc5d	SSC5D
Ssh1	SSH1
Ssh2	SSH2
Ssh3	SSH3
Ssmem1	SSMEM1
Ssna1	SSNA1
Sspn	SSPN
Ssr1	SSR1
Ssr2	SSR2
Ssr3	SSR3
Ssr4	SSR4
Ssrp1	SSRP1
Sst	SST
Sstr1	SSTR1
Sstr2	SSTR2
Sstr3	SSTR3
Sstr4	SSTR4
Sstr5	SSTR5
Ssty1	SPIN2A
Ssty1	SPIN2B
Ssty2	SPIN2A
Ssty2	SPIN2B
Ssu2	SSUH2
Ssu72	SSU72
Ssx2ip	SSX2IP
Ssxa1	SSX1
Ssxa1	SSX5
Ssxa1	SSX3
Ssxa1	SSX7
Ssxa1	SSX2
Ssxa1	SSX4
Ssxa1	SSX2B
Ssxa1	SSX4B
St13	ST13
St14	ST14
St18	ST18
St3gal1	ST3GAL1
St3gal2	ST3GAL2
St3gal3	ST3GAL3
St3gal4	ST3GAL4
St3gal5	ST3GAL5
St3gal6	ST3GAL6
St5	DENND2B
St6gal1	ST6GAL1
St6gal2	ST6GAL2
St6galnac1	ST6GALNAC1
St6galnac2	ST6GALNAC2
St6galnac3	ST6GALNAC3
St6galnac4	ST6GALNAC4
St6galnac5	ST6GALNAC5
St6galnac6	ST6GALNAC6
St7	ST7
St7l	ST7L
St8sia1	ST8SIA1
St8sia2	ST8SIA2
St8sia3	ST8SIA3
St8sia4	ST8SIA4
St8sia5	ST8SIA5
St8sia6	ST8SIA6
Stab1	STAB1
Stab2	STAB2
Stac	STAC
Stac2	STAC2
Stac3	STAC3
Stag1	STAG1
Stag2	STAG2
Stag3	STAG3
Stam	STAM
Stam2	STAM2
Stambp	STAMBP
Stambpl1	STAMBPL1
Stap1	STAP1
Stap2	STAP2
Star	STAR
Stard13	STARD13
Stard3	STARD3
Stard3nl	STARD3NL
Stard4	STARD4
Stard5	STARD5
Stard6	STARD6
Stard7	STARD7
Stard8	STARD8
Stat1	STAT1
Stat2	STAT2
Stat3	STAT3
Stat4	STAT4
Stat5a	STAT5A
Stat5b	STAT5B
Stat6	STAT6
Stau1	STAU1
Stau2	STAU2
Stbd1	STBD1
Stc1	STC1
Stc2	STC2
Steap1	STEAP1B
Steap1	STEAP1
Steap2	STEAP2
Steap3	STEAP3
Steap4	STEAP4
Stfa1	CSTA
Stfa2	CSTA
Stfa2l1	CSTA
Stfa3	CSTA
Stil	STIL
Stim1	STIM1
Stim2	STIM2
Stimate	STIMATE
Stimate	STIMATE-MUSTN1
Stip1	STIP1
Stk10	STK10
Stk11	STK11
Stk11ip	STK11IP
Stk16	STK16
Stk17b	STK17B
Stk19	STK19
Stk24	STK24
Stk25	STK25
Stk26	STK26
Stk3	STK3
Stk31	STK31
Stk32a	STK32A
Stk32b	STK32B
Stk32c	STK32C
Stk33	STK33
Stk35	STK35
Stk36	STK36
Stk38	STK38
Stk38l	STK38L
Stk39	STK39
Stk4	STK4
Stk40	STK40
Stkld1	STKLD1
Stmn1	STMN1
Stmn2	STMN2
Stmn3	STMN3
Stmn4	STMN4
Stmnd1	STMND1
Stn1	STN1
Stom	STOM
Stoml1	STOML1
Stoml2	STOML2
Stoml3	STOML3
Ston1	STON1-GTF2A1L
Ston1	STON1
Ston2	STON2
Stox1	STOX1
Stox2	STOX2
Stpg1	STPG1
Stpg2	STPG2
Stpg3	STPG3
Stpg4	STPG4
Stra6	STRA6
Stra8	STRA8
Strada	STRADA
Stradb	STRADB
Strap	STRAP
Strbp	STRBP
Strc	STRC
Strip1	STRIP1
Strip2	STRIP2
Strn	STRN
Strn3	STRN3
Strn4	STRN4
Stt3a	STT3A
Stt3b	STT3B
Stub1	STUB1
Stum	STUM
Stx11	STX11
Stx12	STX12
Stx16	STX16
Stx17	STX17
Stx18	STX18
Stx19	STX19
Stx1a	STX1A
Stx1b	STX1B
Stx2	STX2
Stx3	STX3
Stx4a	STX4
Stx5a	STX5
Stx6	STX6
Stx7	STX7
Stx8	STX8
Stxbp1	STXBP1
Stxbp2	STXBP2
Stxbp3	STXBP3
Stxbp4	STXBP4
Stxbp5	STXBP5
Stxbp5l	STXBP5L
Stxbp6	STXBP6
Styk1	STYK1
Styx	STYX
Styxl1	STYXL1
Sub1	SUB1
Sucla2	SUCLA2
Suclg1	SUCLG1
Suclg2	SUCLG2
Sucnr1	SUCNR1
Suco	SUCO
Suds3	SUDS3
Sufu	SUFU
Sugct	SUGCT
Sugp1	SUGP1
Sugp2	SUGP2
Sugt1	SUGT1
Sulf1	SULF1
Sulf2	SULF2
Sult1b1	SULT1B1
Sult1c1	SULT1C3
Sult1c2	SULT1C2
Sult1e1	SULT1E1
Sult2a1	SULT2A1
Sult2a2	SULT2A1
Sult2a3	SULT2A1
Sult2a4	SULT2A1
Sult2a5	SULT2A1
Sult2a6	SULT2A1
Sult2a7	SULT2A1
Sult2a8	SULT2A1
Sult2b1	SULT2B1
Sult3a1	SULT1A1
Sult3a1	SULT1A2
Sult3a2	SULT1A1
Sult3a2	SULT1A2
Sult4a1	SULT4A1
Sult5a1	SULT1A1
Sult5a1	SULT1A2
Sult5a1	SULT1A4
Sult5a1	SULT1A3
Sult6b1	SULT6B1
Sumf1	SUMF1
Sumo1	SUMO1
Sumo2	SUMO4
Sumo2	SUMO2
Sumo3	SUMO3
Sun1	SUN1
Sun2	SUN2
Sun3	SUN3
Sun5	SUN5
Suox	SUOX
Supt16	SUPT16H
Supt20	SUPT20H
Supt3	SUPT3H
Supt4a	SUPT4H1
Supt5	SUPT5H
Supt6	SUPT6H
Supt7l	SUPT7L
Supv3l1	SUPV3L1
Surf1	SURF1
Surf2	SURF2
Surf4	SURF4
Surf6	SURF6
Susd1	SUSD1
Susd2	SUSD2
Susd3	SUSD3
Susd4	SUSD4
Susd5	SUSD5
Susd6	SUSD6
Suv39h1	SUV39H1
Suv39h2	SUV39H2
Suz12	SUZ12
Sv2a	SV2A
Sv2b	SV2B
Sv2c	SV2C
Svbp	SVBP
Svep1	SVEP1
Svil	SVIL
Svip	SVIP
Svop	SVOP
Svopl	SVOPL
Svs1	AOC1
Svs2	SEMG2
Svs2	SEMG1
Svs3a	SEMG2
Svs3a	SEMG1
Svs3b	SEMG2
Svs3b	SEMG1
Swap70	SWAP70
Swi5	SWI5
Swsap1	SWSAP1
Swt1	SWT1
Syap1	SYAP1
Sybu	SYBU
Syce1	SYCE1
Syce1l	SYCE1L
Syce2	SYCE2
Syce3	SYCE3
Sycn	SYCN
Sycp1	SYCP1
Sycp2	SYCP2
Sycp2l	SYCP2L
Sycp3	SYCP3
Syde1	SYDE1
Syde2	SYDE2
Syf2	SYF2
Syk	SYK
Sympk	SYMPK
Syn1	SYN1
Syn2	SYN2
Syn3	SYN3
Syna	ERVFRD-1
Synb	ERVFRD-1
Sync	SYNC
Syncrip	SYNCRIP
Syndig1	SYNDIG1
Syndig1l	SYNDIG1L
Syne1	SYNE1
Syne2	SYNE2
Syne3	SYNE3
Syne4	SYNE4
Syngap1	SYNGAP1
Syngr1	SYNGR1
Syngr2	SYNGR2
Syngr3	SYNGR3
Syngr4	SYNGR4
Synj1	SYNJ1
Synj2	SYNJ2
Synj2bp	SYNJ2BP
Synm	SYNM
Synpo	SYNPO
Synpo2	SYNPO2
Synpo2l	SYNPO2L
Synpr	SYNPR
Synrg	SYNRG
Syp	SYP
Sypl	SYPL1
Sypl2	SYPL2
Syt1	SYT1
Syt10	SYT10
Syt11	SYT11
Syt12	SYT12
Syt13	SYT13
Syt14	SYT14
Syt15	SYT15
Syt16	SYT16
Syt17	SYT17
Syt2	SYT2
Syt3	SYT3
Syt4	SYT4
Syt5	SYT5
Syt6	SYT6
Syt7	SYT7
Syt8	SYT8
Syt9	SYT9
Sytl1	SYTL1
Sytl2	SYTL2
Sytl3	SYTL3
Sytl4	SYTL4
Sytl5	SYTL5
Syvn1	SYVN1
Szrd1	SZRD1
Szt2	SZT2
T	TBXT
Taar1	TAAR1
Taar2	TAAR2
Taar5	TAAR5
Taar8a	TAAR8
